"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00085775","completed","Submitted nucleotide sequences","59703794","Nucleotide sequences after format-specific filtering","59640875","Nucleotide sequences after length filtering","55902530","Nucleotide sequences after undetermined bases filtering","55895664","Reads with predicted CDS","53089604","Reads with predicted RNA","285456","Reads with InterProScan match","23665971","Predicted CDS","54048790","Predicted CDS with InterProScan match","23712007","Total InterProScan matches","38830218","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713408?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426855?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085775?format=csv"
"MGYA00085776","completed","Submitted nucleotide sequences","2963003","Nucleotide sequences after format-specific filtering","2958823","Nucleotide sequences after length filtering","2599737","Nucleotide sequences after undetermined bases filtering","2599704","Reads with predicted CDS","2475467","Reads with predicted RNA","16354","Reads with InterProScan match","1063566","Predicted CDS","2484422","Predicted CDS with InterProScan match","1064023","Total InterProScan matches","1662749","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725943?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443919?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085776?format=csv"
"MGYA00085777","completed","Submitted nucleotide sequences","50305427","Nucleotide sequences after format-specific filtering","50239674","Nucleotide sequences after length filtering","46770377","Nucleotide sequences after undetermined bases filtering","46764891","Reads with predicted CDS","44604874","Reads with predicted RNA","280858","Reads with InterProScan match","20367015","Predicted CDS","45111434","Predicted CDS with InterProScan match","20394255","Total InterProScan matches","33006158","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713380?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426827?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085777?format=csv"
"MGYA00085778","completed","Submitted nucleotide sequences","14200729","Nucleotide sequences after format-specific filtering","14187568","Nucleotide sequences after length filtering","13236475","Nucleotide sequences after undetermined bases filtering","13235913","Reads with predicted CDS","12092887","Reads with predicted RNA","70959","Reads with InterProScan match","4331003","Predicted CDS","12147187","Predicted CDS with InterProScan match","4332934","Total InterProScan matches","6720808","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726010?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443986?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085778?format=csv"
"MGYA00085779","completed","Submitted nucleotide sequences","31669658","Nucleotide sequences after format-specific filtering","31643586","Nucleotide sequences after length filtering","29754337","Nucleotide sequences after undetermined bases filtering","29752981","Reads with predicted CDS","28406915","Reads with predicted RNA","155753","Reads with InterProScan match","11519430","Predicted CDS","28524746","Predicted CDS with InterProScan match","11525166","Total InterProScan matches","18088572","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726013?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443989?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085779?format=csv"
"MGYA00085780","completed","Submitted nucleotide sequences","33573660","Nucleotide sequences after format-specific filtering","33543437","Nucleotide sequences after length filtering","31164966","Nucleotide sequences after undetermined bases filtering","31163783","Reads with predicted CDS","29620475","Reads with predicted RNA","199751","Reads with InterProScan match","13283966","Predicted CDS","29686993","Predicted CDS with InterProScan match","13286535","Total InterProScan matches","20618605","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725974?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443950?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085780?format=csv"
"MGYA00085781","completed","Submitted nucleotide sequences","19201194","Nucleotide sequences after format-specific filtering","19172960","Nucleotide sequences after length filtering","17276956","Nucleotide sequences after undetermined bases filtering","17275350","Reads with predicted CDS","16555991","Reads with predicted RNA","78921","Reads with InterProScan match","7527663","Predicted CDS","16792832","Predicted CDS with InterProScan match","7541035","Total InterProScan matches","12366818","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713377?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426824?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085781?format=csv"
"MGYA00085782","completed","Submitted nucleotide sequences","28768063","Nucleotide sequences after format-specific filtering","28744338","Nucleotide sequences after length filtering","27059874","Nucleotide sequences after undetermined bases filtering","27058761","Reads with predicted CDS","25807597","Reads with predicted RNA","146301","Reads with InterProScan match","10463371","Predicted CDS","25887769","Predicted CDS with InterProScan match","10466881","Total InterProScan matches","16312590","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726018?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443994?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085782?format=csv"
"MGYA00085783","completed","Submitted nucleotide sequences","8225390","Nucleotide sequences after format-specific filtering","8213895","Nucleotide sequences after length filtering","7204407","Nucleotide sequences after undetermined bases filtering","7204313","Reads with predicted CDS","6862624","Reads with predicted RNA","44961","Reads with InterProScan match","2861386","Predicted CDS","6877265","Predicted CDS with InterProScan match","2861977","Total InterProScan matches","4439287","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725960?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443936?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085783?format=csv"
"MGYA00085784","completed","Submitted nucleotide sequences","41476175","Nucleotide sequences after format-specific filtering","41424116","Nucleotide sequences after length filtering","38501416","Nucleotide sequences after undetermined bases filtering","38497381","Reads with predicted CDS","36440000","Reads with predicted RNA","316057","Reads with InterProScan match","16832643","Predicted CDS","36927082","Predicted CDS with InterProScan match","16858283","Total InterProScan matches","27370436","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713374?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426821?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085784?format=csv"
"MGYA00085785","completed","Submitted nucleotide sequences","73962463","Nucleotide sequences after format-specific filtering","73860846","Nucleotide sequences after length filtering","68770761","Nucleotide sequences after undetermined bases filtering","68763094","Reads with predicted CDS","64771162","Reads with predicted RNA","537781","Reads with InterProScan match","31491433","Predicted CDS","65459687","Predicted CDS with InterProScan match","31518212","Total InterProScan matches","51494778","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713359?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426806?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085785?format=csv"
"MGYA00085786","completed","Submitted nucleotide sequences","12012663","Nucleotide sequences after format-specific filtering","11995539","Nucleotide sequences after length filtering","10573726","Nucleotide sequences after undetermined bases filtering","10573601","Reads with predicted CDS","10082201","Reads with predicted RNA","58169","Reads with InterProScan match","4033237","Predicted CDS","10110888","Predicted CDS with InterProScan match","4034441","Total InterProScan matches","6267098","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726019?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443995?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085786?format=csv"
"MGYA00085787","completed","Submitted nucleotide sequences","52468118","Nucleotide sequences after format-specific filtering","52403526","Nucleotide sequences after length filtering","48978413","Nucleotide sequences after undetermined bases filtering","48972773","Reads with predicted CDS","46676949","Reads with predicted RNA","277745","Reads with InterProScan match","21403376","Predicted CDS","47394469","Predicted CDS with InterProScan match","21437272","Total InterProScan matches","34981987","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713363?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426810?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085787?format=csv"
"MGYA00085788","completed","Submitted nucleotide sequences","18583743","Nucleotide sequences after format-specific filtering","18555448","Nucleotide sequences after length filtering","16211883","Nucleotide sequences after undetermined bases filtering","16211478","Reads with predicted CDS","15527647","Reads with predicted RNA","98919","Reads with InterProScan match","6095320","Predicted CDS","15560973","Predicted CDS with InterProScan match","6096742","Total InterProScan matches","9444921","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725978?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443954?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085788?format=csv"
"MGYA00085789","completed","Submitted nucleotide sequences","5763257","Nucleotide sequences after format-specific filtering","5755408","Nucleotide sequences after length filtering","5396212","Nucleotide sequences after undetermined bases filtering","5395544","Reads with predicted CDS","5179324","Reads with predicted RNA","16820","Reads with InterProScan match","2185038","Predicted CDS","5259298","Predicted CDS with InterProScan match","2188927","Total InterProScan matches","3585673","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713361?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426808?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085789?format=csv"
"MGYA00085790","completed","Submitted nucleotide sequences","34576767","Nucleotide sequences after format-specific filtering","34526870","Nucleotide sequences after length filtering","32000760","Nucleotide sequences after undetermined bases filtering","31997046","Reads with predicted CDS","30615693","Reads with predicted RNA","254158","Reads with InterProScan match","14701662","Predicted CDS","30970055","Predicted CDS with InterProScan match","14721812","Total InterProScan matches","23804464","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713365?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426812?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085790?format=csv"
"MGYA00085791","completed","Submitted nucleotide sequences","6899337","Nucleotide sequences after format-specific filtering","6889785","Nucleotide sequences after length filtering","6053150","Nucleotide sequences after undetermined bases filtering","6052994","Reads with predicted CDS","5811774","Reads with predicted RNA","20396","Reads with InterProScan match","2320657","Predicted CDS","5832082","Predicted CDS with InterProScan match","2321679","Total InterProScan matches","3622717","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726001?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443977?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085791?format=csv"
